Symbol,Ex-Div Date,Record Date,Pay Date,Frequency,Amount,Adj. Amount
BND,2016-12-22,2016-12-27,2016-12-29,Monthly,0.1698,0.1698
BND,2016-12-01,2016-12-05,2016-12-07,Monthly,0.1603,0.1603
BND,2016-11-01,2016-11-03,2016-11-07,Monthly,0.1625,0.1625
BND,2016-10-03,2016-10-05,2016-10-07,Monthly,0.1605,0.1605
BND,2016-09-01,2016-09-06,2016-09-08,Monthly,0.1659,0.1659
BND,2016-08-01,2016-08-03,2016-08-05,Monthly,0.1655,0.1655
BND,2016-07-01,2016-07-06,2016-07-08,Monthly,0.1644,0.1644
BND,2016-06-01,2016-06-03,2016-06-07,Monthly,0.1692,0.1692
BND,2016-05-02,2016-05-04,2016-05-06,Monthly,0.1641,0.1641
BND,2016-04-01,2016-04-05,2016-04-07,Monthly,0.1729,0.1729
BND,2016-03-01,2016-03-03,2016-03-07,Monthly,0.1655,0.1655
BND,2016-02-01,2016-02-03,2016-02-05,Monthly,0.1745,0.1745
BND,2015-12-23,2015-12-28,2015-12-30,Other,0.053,0.053
BND,2015-12-23,2015-12-28,2015-12-30,Monthly,0.1769,0.1769
BND,2015-12-01,2015-12-03,2015-12-07,Monthly,0.1669,0.1669
BND,2015-11-02,2015-11-04,2015-11-06,Monthly,0.1695,0.1695
BND,2015-10-01,2015-10-05,2015-10-07,Monthly,0.1642,0.1642
BND,2015-09-01,2015-09-03,2015-09-08,Monthly,0.1685,0.1685
BND,2015-08-03,2015-08-05,2015-08-07,Monthly,0.1688,0.1688
BND,2015-07-01,2015-07-06,2015-07-08,Monthly,0.1634,0.1634
BND,2015-06-01,2015-06-03,2015-06-05,Monthly,0.1663,0.1663
BND,2015-05-01,2015-05-05,2015-05-07,Monthly,0.1588,0.1588
BND,2015-04-01,2015-04-06,2015-04-08,Other,0.0251,0.0251
BND,2015-04-01,2015-04-06,2015-04-08,Monthly,0.1655,0.1655
BND,2015-03-02,2015-03-04,2015-03-06,Monthly,0.1619,0.1619
BND,2015-02-02,2015-02-04,2015-02-06,Monthly,0.1701,0.1701
BND,2014-12-23,2014-12-26,2014-12-30,Other,0.213,0.213
BND,2014-12-23,2014-12-26,2014-12-30,Monthly,0.1683,0.1683
BND,2014-12-01,2014-12-03,2014-12-05,Monthly,0.1664,0.1664
BND,2014-11-03,2014-11-05,2014-11-07,Monthly,0.1726,0.1726
BND,2014-10-01,2014-10-03,2014-10-07,Monthly,0.1612,0.1612
BND,2014-09-02,2014-09-04,2014-09-08,Monthly,0.1787,0.1787
BND,2014-08-01,2014-08-05,2014-08-07,Monthly,0.1716,0.1716
BND,2014-07-01,2014-07-03,2014-07-08,Monthly,0.1722,0.1722
BND,2014-06-02,2014-06-04,2014-06-06,Monthly,0.1786,0.1786
BND,2014-05-01,2014-05-05,2014-05-07,Monthly,0.1783,0.1783
BND,2014-04-01,2014-04-03,2014-04-07,Other,0.008,0.008
BND,2014-04-01,2014-04-03,2014-04-07,Monthly,0.1818,0.1818
BND,2014-03-03,2014-03-05,2014-03-07,Monthly,0.1721,0.1721
BND,2014-02-03,2014-02-05,2014-02-07,Monthly,0.1713,0.1713
BND,2013-12-24,2013-12-27,2013-12-31,Other,0.061,0.061
BND,2013-12-24,2013-12-27,2013-12-31,Monthly,0.1804,0.1804
BND,2013-12-02,2013-12-04,2013-12-06,Monthly,0.1753,0.1753
BND,2013-11-01,2013-11-05,2013-11-07,Monthly,0.1807,0.1807
BND,2013-10-01,2013-10-03,2013-10-07,Monthly,0.1723,0.1723
BND,2013-09-03,2013-09-05,2013-09-09,Monthly,0.1714,0.1714
BND,2013-08-01,2013-08-05,2013-08-07,Monthly,0.1659,0.1659
BND,2013-07-01,2013-07-03,2013-07-08,Monthly,0.1669,0.1669
BND,2013-06-03,2013-06-05,2013-06-07,Monthly,0.1647,0.1647
BND,2013-05-01,2013-05-03,2013-05-07,Monthly,0.162,0.162
BND,2013-04-01,2013-04-03,2013-04-05,Other,0.137,0.137
BND,2013-04-01,2013-04-03,2013-04-05,Monthly,0.1693,0.1693
BND,2013-03-01,2013-03-05,2013-03-07,Monthly,0.1558,0.1558
BND,2013-02-01,2013-02-05,2013-02-07,Monthly,0.1665,0.1665
BND,2012-12-24,2012-12-27,2012-12-31,Other,0.425,0.425
BND,2012-12-24,2012-12-27,2012-12-31,Monthly,0.1677,0.1677
BND,2012-12-03,2012-12-05,2012-12-07,Monthly,0.1672,0.1672
BND,2012-11-01,2012-11-05,2012-11-07,Monthly,0.1785,0.1785
BND,2012-10-01,2012-10-03,2012-10-05,Monthly,0.1745,0.1745
BND,2012-09-04,2012-09-06,2012-09-10,Monthly,0.1838,0.1838
BND,2012-08-01,2012-08-03,2012-08-07,Monthly,0.1872,0.1872
BND,2012-07-02,2012-07-05,2012-07-09,Monthly,0.1873,0.1873
BND,2012-06-01,2012-06-05,2012-06-07,Monthly,0.186,0.186
BND,2012-05-01,2012-05-03,2012-05-07,Monthly,0.1901,0.1901
BND,2012-04-02,2012-04-04,2012-04-09,Other,0.076,0.076
BND,2012-04-02,2012-04-04,2012-04-09,Monthly,0.1998,0.1998
BND,2012-03-01,2012-03-05,2012-03-07,Monthly,0.1954,0.1954
BND,2012-02-01,2012-02-03,2012-02-07,Monthly,0.2042,0.2042
BND,2011-12-23,2011-12-28,2011-12-30,Other,0.387,0.387
BND,2011-12-23,2011-12-28,2011-12-30,Monthly,0.2091,0.2091
BND,2011-12-01,2011-12-05,2011-12-07,Monthly,0.2034,0.2034
BND,2011-11-01,2011-11-03,2011-11-07,Monthly,0.21,0.21
BND,2011-10-03,2011-10-05,2011-10-07,Monthly,0.2137,0.2137
BND,2011-09-01,2011-09-06,2011-09-08,Monthly,0.2131,0.2131
BND,2011-08-01,2011-08-03,2011-08-05,Monthly,0.2208,0.2208
BND,2011-07-01,2011-07-06,2011-07-08,Monthly,0.2172,0.2172
BND,2011-06-01,2011-06-03,2011-06-07,Monthly,0.2239,0.2239
BND,2011-05-02,2011-05-04,2011-05-06,Monthly,0.2226,0.2226
BND,2011-04-01,2011-04-05,2011-04-07,Monthly,0.2278,0.2278
BND,2011-03-01,2011-03-03,2011-03-07,Monthly,0.2115,0.2115
BND,2011-02-01,2011-02-03,2011-02-07,Monthly,0.2251,0.2251
BND,2010-12-27,2010-12-29,2010-12-31,Other,0.356,0.356
BND,2010-12-27,2010-12-29,2010-12-31,Monthly,0.2268,0.2268
BND,2010-12-01,2010-12-03,2010-12-07,Monthly,0.2197,0.2197
BND,2010-11-01,2010-11-03,2010-11-05,Monthly,0.2281,0.2281
BND,2010-10-01,2010-10-05,2010-10-07,Monthly,0.2231,0.2231
BND,2010-09-01,2010-09-03,2010-09-08,Monthly,0.226,0.226
BND,2010-08-02,2010-08-04,2010-08-06,Monthly,0.2324,0.2324
BND,2010-07-01,2010-07-06,2010-07-08,Monthly,0.2295,0.2295
BND,2010-06-01,2010-06-03,2010-06-07,Monthly,0.2441,0.2441
BND,2010-05-03,2010-05-05,2010-05-07,Monthly,0.2365,0.2365
BND,2010-04-01,2010-04-06,2010-04-08,Monthly,0.2446,0.2446
BND,2010-03-01,2010-03-03,2010-03-05,Monthly,0.2335,0.2335
BND,2010-02-01,2010-02-03,2010-02-05,Monthly,0.2485,0.2485
BND,2009-12-28,2009-12-29,2009-12-31,Monthly,0.2552,0.2552
BND,2009-12-01,2009-12-03,2009-12-07,Monthly,0.2445,0.2445
BND,2009-11-02,2009-11-04,2009-11-06,Monthly,0.2532,0.2532
BND,2009-10-01,2009-10-05,2009-10-07,Monthly,0.2477,0.2477
BND,2009-09-01,2009-09-03,2009-09-08,Monthly,0.2608,0.2608
BND,2009-08-03,2009-08-05,2009-08-07,Monthly,0.26,0.26
BND,2009-07-01,2009-07-06,2009-07-08,Monthly,0.2639,0.2639
BND,2009-06-01,2009-06-03,2009-06-05,Monthly,0.2675,0.2675
BND,2009-05-01,2009-05-05,2009-05-07,Monthly,0.2679,0.2679
BND,2009-04-01,2009-04-03,2009-04-07,Monthly,0.2776,0.2776
BND,2009-03-02,2009-03-04,2009-03-06,Monthly,0.2749,0.2749
BND,2009-02-02,2009-02-04,2009-02-06,Monthly,0.2894,0.2894
BND,2008-12-24,2008-12-29,2008-12-31,Monthly,0.294,0.294
BND,2008-12-01,2008-12-03,2008-12-05,Monthly,0.2964,0.2964
BND,2008-11-03,2008-11-05,2008-11-07,Monthly,0.2999,0.2999
BND,2008-10-01,2008-10-03,2008-10-07,Monthly,0.2687,0.2687
BND,2008-09-02,2008-09-04,2008-09-08,Monthly,0.2883,0.2883
BND,2008-08-01,2008-08-05,2008-08-07,Monthly,0.304,0.304
BND,2008-07-01,2008-07-03,2008-07-08,Monthly,0.2958,0.2958
BND,2008-06-02,2008-06-04,2008-06-06,Monthly,0.2818,0.2818
BND,2008-05-01,2008-05-05,2008-05-07,Monthly,0.3025,0.3025
BND,2008-04-01,2008-04-03,2008-04-07,Monthly,0.3013,0.3013
BND,2008-03-03,2008-03-05,2008-03-07,Monthly,0.2915,0.2915
BND,2008-02-01,2008-02-05,2008-02-07,Monthly,0.3004,0.3004
BND,2007-12-24,2007-12-27,2007-12-31,Monthly,0.2609,0.2609
BND,2007-12-03,2007-12-05,2007-12-07,Monthly,0.3068,0.3068
BND,2007-11-01,2007-11-05,2007-11-07,Monthly,0.2845,0.2845
BND,2007-10-01,2007-10-03,2007-10-05,Monthly,0.2827,0.2827
BND,2007-09-04,2007-09-06,2007-09-10,Monthly,0.2941,0.2941
BND,2007-08-01,2007-08-03,2007-08-07,Monthly,0.3036,0.3036
BND,2007-07-02,2007-07-05,2007-07-09,Monthly,0.2335,0.2335
BND,2007-06-01,2007-06-05,2007-06-07,Monthly,0.2576,0.2576
BND,2007-05-01,2007-05-03,2007-05-07,Other,0.127,0.127
VB,2021-12-27,2021-12-28,2021-12-30,Quarterly,1.0908,1.0908
VB,2021-09-24,2021-09-27,2021-09-29,Quarterly,0.5862,0.5862
VB,2021-06-24,2021-06-25,2021-06-29,Quarterly,0.5554,0.5554
VB,2021-03-25,2021-03-26,2021-03-30,Quarterly,0.5632,0.5632
VB,2020-12-24,2020-12-28,2020-12-30,Quarterly,0.8934,0.8934
VB,2020-09-25,2020-09-28,2020-09-30,Quarterly,0.5446,0.5446
VB,2020-06-25,2020-06-26,2020-06-30,Quarterly,0.3197,0.3197
VB,2020-03-10,2020-03-11,2020-03-13,Quarterly,0.4673,0.4673
VB,2019-12-24,2019-12-26,2019-12-30,Quarterly,0.8928,0.8928
VB,2019-09-16,2019-09-17,2019-09-19,Quarterly,0.4507,0.4507
VB,2019-06-27,2019-06-28,2019-07-02,Quarterly,0.4847,0.4847
VB,2019-03-28,2019-03-29,2019-04-02,Quarterly,0.4766,0.4766
VB,2018-12-24,2018-12-26,2018-12-28,Quarterly,0.7174,0.7174
VB,2018-09-28,2018-10-01,2018-10-03,Quarterly,0.6463,0.6463
VB,2018-06-22,2018-06-25,2018-06-27,Quarterly,0.3823,0.3823
VB,2018-03-22,2018-03-23,2018-03-27,Quarterly,0.4552,0.4552
VB,2017-12-21,2017-12-22,2017-12-27,Quarterly,0.775,0.775
VB,2017-09-20,2017-09-21,2017-09-25,Quarterly,0.533,0.533
VB,2017-06-21,2017-06-23,2017-06-27,Quarterly,0.263,0.263
VB,2017-03-24,2017-03-28,2017-03-30,Quarterly,0.424,0.424
VB,2016-12-22,2016-12-27,2016-12-29,Quarterly,0.749,0.749
VB,2016-09-20,2016-09-22,2016-09-26,Quarterly,0.572,0.572
VB,2016-06-14,2016-06-16,2016-06-20,Quarterly,0.304,0.304
VB,2016-03-15,2016-03-17,2016-03-21,Quarterly,0.305,0.305
VB,2015-12-23,2015-12-28,2015-12-30,Quarterly,0.626,0.626
VB,2015-09-25,2015-09-29,2015-10-01,Quarterly,0.959,0.959
VB,2015-03-25,2015-03-27,2015-03-31,Other,0.052,0.052
VB,2014-12-22,2014-12-24,2014-12-29,Annual,1.664,1.664
VB,2014-03-25,2014-03-27,2014-03-31,Other,0.009,0.009
VB,2013-12-24,2013-12-27,2013-12-31,Annual,1.422,1.422
VB,2013-03-20,2013-03-22,2013-03-26,Other,0.017,0.017
VB,2012-12-24,2012-12-27,2012-12-31,Annual,1.485,1.485
VB,2012-03-22,2012-03-26,2012-03-28,Other,0.019,0.019
VB,2011-12-23,2011-12-28,2011-12-30,Annual,0.94,0.94
VB,2011-03-23,2011-03-25,2011-03-29,Other,0.006,0.006
VB,2010-12-27,2010-12-29,2010-12-31,Annual,0.837,0.837
VB,2010-03-23,2010-03-25,2010-03-29,Other,0.009,0.009
VB,2009-12-24,2009-12-29,2009-12-31,Annual,0.637,0.637
VB,2009-03-23,2009-03-25,2009-03-27,Other,0.021,0.021
VB,2008-12-24,2008-12-29,2008-12-31,Annual,0.894,0.894
VB,2008-03-12,2008-03-14,2008-03-18,Other,0.024,0.024
VB,2007-12-20,2007-12-24,2007-12-27,Annual,0.942,0.942
VB,2007-03-22,2007-03-26,2007-03-28,Other,0.014,0.014
VB,2006-12-22,2006-12-27,2006-12-29,Annual,0.825,0.825
VB,2006-03-20,2006-03-22,2006-03-29,Other,0.01,0.01
VB,2005-12-27,2005-12-29,2006-01-09,Annual,0.678,0.678
VB,2005-03-21,2005-03-23,2005-04-01,Annual,0.005,0.005
VB,2004-12-27,2004-12-29,2005-01-06,Other,0.621,0.621
VBR,2021-12-27,2021-12-28,2021-12-30,Quarterly,1.1822,1.1822
VBR,2021-09-24,2021-09-27,2021-09-29,Quarterly,0.6616,0.6616
VBR,2021-06-24,2021-06-25,2021-06-29,Quarterly,0.6505,0.6505
VBR,2021-03-25,2021-03-26,2021-03-30,Quarterly,0.6362,0.6362
VBR,2020-12-24,2020-12-28,2020-12-30,Quarterly,0.8762,0.8762
VBR,2020-09-25,2020-09-28,2020-09-30,Quarterly,0.6197,0.6197
VBR,2020-06-25,2020-06-26,2020-06-30,Quarterly,0.4925,0.4925
VBR,2020-03-10,2020-03-11,2020-03-13,Quarterly,0.3999,0.3999
VBR,2019-12-24,2019-12-26,2019-12-30,Quarterly,1.0157,1.0157
VBR,2019-09-16,2019-09-17,2019-09-19,Quarterly,0.4779,0.4779
VBR,2019-06-27,2019-06-28,2019-07-02,Quarterly,0.7407,0.7407
VBR,2019-03-28,2019-03-29,2019-04-02,Quarterly,0.5895,0.5895
VBR,2018-12-24,2018-12-26,2018-12-28,Quarterly,0.8165,0.8165
VBR,2018-09-28,2018-10-01,2018-10-03,Quarterly,0.7826,0.7826
VBR,2018-06-22,2018-06-25,2018-06-27,Quarterly,0.5126,0.5126
VBR,2018-03-22,2018-03-23,2018-03-27,Quarterly,0.566,0.566
VBR,2017-12-21,2017-12-22,2017-12-27,Quarterly,0.8621,0.8621
VBR,2017-09-27,2017-09-28,2017-10-02,Quarterly,0.617,0.617
VBR,2017-06-28,2017-06-30,2017-07-05,Quarterly,0.42,0.42
VBR,2017-03-24,2017-03-28,2017-03-30,Quarterly,0.477,0.477
VBR,2016-12-22,2016-12-27,2016-12-29,Quarterly,0.796,0.796
VBR,2016-09-20,2016-09-22,2016-09-26,Quarterly,0.655,0.655
VBR,2016-06-14,2016-06-16,2016-06-20,Quarterly,0.32,0.32
VBR,2016-03-15,2016-03-17,2016-03-21,Quarterly,0.367,0.367
VBR,2015-12-23,2015-12-28,2015-12-30,Quarterly,0.744,0.744
VBR,2015-09-25,2015-09-29,2015-10-01,Quarterly,1.143,1.143
VBR,2015-03-25,2015-03-27,2015-03-31,Annual,0.076,0.076
VBR,2014-12-22,2014-12-24,2014-12-29,Annual,1.845,1.845
VBR,2014-03-25,2014-03-27,2014-03-31,Other,0.024,0.024
VBR,2013-12-24,2013-12-27,2013-12-31,Annual,1.797,1.797
VBR,2013-03-20,2013-03-22,2013-03-26,Other,0.021,0.021
VBR,2012-12-24,2012-12-27,2012-12-31,Annual,1.874,1.874
VBR,3/22/2012,2012-03-26,2012-03-28,Other,0.029,0.029
VBR,12/23/2011,2011-12-28,2011-12-30,Annual,1.372,1.372
VBR,3/23/2011,2011-03-25,2011-03-29,Other,0.008,0.008
VBR,12/27/2010,2010-12-29,2010-12-31,Annual,1.27,1.27
VBR,3/23/2010,2010-03-25,2010-03-29,Other,0.029,0.029
VBR,12/24/2009,2009-12-29,2009-12-31,Annual,1.051,1.051
VBR,3/23/2009,2009-03-25,2009-03-27,Other,0.033,0.033
VBR,12/24/2008,2008-12-29,2008-12-31,Annual,1.267,1.267
VBR,3/12/2008,2008-03-14,2008-03-18,Other,0.046,0.046
VBR,12/20/2007,2007-12-24,2007-12-27,Annual,1.509,1.509
VBR,3/22/2007,2007-03-26,2007-03-28,Other,0.058,0.058
VBR,12/22/2006,2006-12-27,2006-12-29,Annual,1.331,1.331
VBR,3/20/2006,2006-03-22,2006-03-29,Other,0.04,0.04
VBR,12/27/2005,2005-12-29,2006-01-09,Annual,1.159,1.159
VBR,3/21/2005,2005-03-23,2005-04-01,Annual,0.008,0.008
VBR,12/27/2004,2004-12-29,2005-01-06,Other,0.968,0.968
