Date,VTI,VXUS,BND,SPY,DJI,LTT,TLT,UPRO,TMF,SSO,UBT
1970-01-02,,,,,809.2,,,,,,
1970-01-05,,,,,811.31,,,,,,
1970-01-06,,,,,803.66,,,,,,
1970-01-07,,,,,801.81,,,,,,
1970-01-08,,,,,802.07,,,,,,
1970-01-09,,,,,798.11,,,,,,
1970-01-12,,,,,790.52,,,,,,
1970-01-13,,,,,788.01,,,,,,
1970-01-14,,,,,787.16,,,,,,
1970-01-15,,,,,785.04,,,,,,
1970-01-16,,,,,782.6,,,,,,
1970-01-19,,,,,776.07,,,,,,
1970-01-20,,,,,777.85,,,,,,
1970-01-21,,,,,782.27,,,,,,
1970-01-22,,,,,786.1,,,,,,
1970-01-23,,,,,775.54,,,,,,
1970-01-26,,,,,768.88,,,,,,
1970-01-27,,,,,763.99,,,,,,
1970-01-28,,,,,758.84,,,,,,
1970-01-29,,,,,748.35,,,,,,
1970-01-30,,,,,744.06,,,,,,
1970-02-02,,,,,746.44,,,,,,
1970-02-03,,,,,757.46,,,,,,
1970-02-04,,,,,754.49,,,,,,
1970-02-05,,,,,750.26,,,,,,
1970-02-06,,,,,752.77,,,,,,
1970-02-09,,,,,755.68,,,,,,
1970-02-10,,,,,746.63,,,,,,
1970-02-11,,,,,757.33,,,,,,
1970-02-12,,,,,755.61,,,,,,
1970-02-13,,,,,753.3,,,,,,
1970-02-16,,,,,753.7,,,,,,
1970-02-17,,,,,747.43,,,,,,
1970-02-18,,,,,756.8,,,,,,
1970-02-19,,,,,757.92,,,,,,
1970-02-20,,,,,757.46,,,,,,
1970-02-24,,,,,754.42,,,,,,
1970-02-25,,,,,768.28,,,,,,
1970-02-26,,,,,764.45,,,,,,
1970-02-27,,,,,777.59,,,,,,
1970-03-02,,,,,780.23,,,,,,
1970-03-03,,,,,787.42,,,,,,
1970-03-04,,,,,788.15,,,,,,
1970-03-05,,,,,787.55,,,,,,
1970-03-06,,,,,784.12,,,,,,
1970-03-09,,,,,778.31,,,,,,
1970-03-10,,,,,779.7,,,,,,
1970-03-11,,,,,778.12,,,,,,
1970-03-12,,,,,776.47,,,,,,
1970-03-13,,,,,772.11,,,,,,
1970-03-16,,,,,765.05,,,,,,
1970-03-17,,,,,767.42,,,,,,
1970-03-18,,,,,767.95,,,,,,
1970-03-19,,,,,764.98,,,,,,
1970-03-20,,,,,763.66,,,,,,
1970-03-23,,,,,763.6,,,,,,
1970-03-24,,,,,773.76,,,,,,
1970-03-25,,,,,790.13,,,,,,
1970-03-26,,,,,791.05,,,,,,
1970-03-30,,,,,784.65,,,,,,
1970-03-31,,,,,785.57,,,,,,
1970-04-01,,,,,792.04,,,,,,
1970-04-02,,,,,792.37,,,,,,
1970-04-03,,,,,791.84,,,,,,
1970-04-06,,,,,791.18,,,,,,
1970-04-07,,,,,791.64,,,,,,
1970-04-08,,,,,791.64,,,,,,
1970-04-09,,,,,792.5,,,,,,
1970-04-10,,,,,790.46,,,,,,
1970-04-13,,,,,785.9,,,,,,
1970-04-14,,,,,780.56,,,,,,
1970-04-15,,,,,782.6,,,,,,
1970-04-16,,,,,775.87,,,,,,
1970-04-17,,,,,775.94,,,,,,
1970-04-20,,,,,775.87,,,,,,
1970-04-21,,,,,772.51,,,,,,
1970-04-22,,,,,762.61,,,,,,
1970-04-23,,,,,750.59,,,,,,
1970-04-24,,,,,747.29,,,,,,
1970-04-27,,,,,735.15,,,,,,
1970-04-28,,,,,724.33,,,,,,
1970-04-29,,,,,737.39,,,,,,
1970-04-30,,,,,736.07,,,,,,
1970-05-01,,,,,733.63,,,,,,
1970-05-04,,,,,714.56,,,,,,
1970-05-05,,,,,709.74,,,,,,
1970-05-06,,,,,718.39,,,,,,
1970-05-07,,,,,723.07,,,,,,
1970-05-08,,,,,717.73,,,,,,
1970-05-11,,,,,710.07,,,,,,
1970-05-12,,,,,704.59,,,,,,
1970-05-13,,,,,693.84,,,,,,
1970-05-14,,,,,684.79,,,,,,
1970-05-15,,,,,702.22,,,,,,
1970-05-18,,,,,702.81,,,,,,
1970-05-19,,,,,691.4,,,,,,
1970-05-20,,,,,676.55,,,,,,
1970-05-21,,,,,665.25,,,,,,
1970-05-22,,,,,662.17,,,,,,
1970-05-25,,,,,641.36,,,,,,
1970-05-26,,,,,631.16,,,,,,
1970-05-27,,,,,663.2,,,,,,
1970-05-28,,,,,684.15,,,,,,
1970-05-29,,,,,700.44,,,,,,
1970-06-01,,,,,710.36,,,,,,
1970-06-02,,,,,709.61,,,,,,
1970-06-03,,,,,713.86,,,,,,
1970-06-04,,,,,706.53,,,,,,
1970-06-05,,,,,695.03,,,,,,
1970-06-08,,,,,700.23,,,,,,
1970-06-09,,,,,700.16,,,,,,
1970-06-10,,,,,694.35,,,,,,
1970-06-11,,,,,684.42,,,,,,
1970-06-12,,,,,684.21,,,,,,
1970-06-15,,,,,687.36,,,,,,
1970-06-16,,,,,706.26,,,,,,
1970-06-17,,,,,704.68,,,,,,
1970-06-18,,,,,712.69,,,,,,
1970-06-19,,,,,720.43,,,,,,
1970-06-22,,,,,716.11,,,,,,
1970-06-23,,,,,698.11,,,,,,
1970-06-24,,,,,692.29,,,,,,
1970-06-25,,,,,693.59,,,,,,
1970-06-26,,,,,687.84,,,,,,
1970-06-29,,,,,682.91,,,,,,
1970-06-30,,,,,683.53,,,,,,
1970-07-01,,,,,687.64,,,,,,
1970-07-02,,,,,689.14,,,,,,
1970-07-06,,,,,675.66,,,,,,
1970-07-07,,,,,669.36,,,,,,
1970-07-08,,,,,682.09,,,,,,
1970-07-09,,,,,692.77,,,,,,
1970-07-10,,,,,700.1,,,,,,
1970-07-13,,,,,702.22,,,,,,
1970-07-14,,,,,703.04,,,,,,
1970-07-15,,,,,711.66,,,,,,
1970-07-16,,,,,723.44,,,,,,
1970-07-17,,,,,735.08,,,,,,
1970-07-20,,,,,733.91,,,,,,
1970-07-21,,,,,722.07,,,,,,
1970-07-22,,,,,724.67,,,,,,
1970-07-23,,,,,732.68,,,,,,
1970-07-24,,,,,730.22,,,,,,
1970-07-27,,,,,730.08,,,,,,
1970-07-28,,,,,731.45,,,,,,
1970-07-29,,,,,735.56,,,,,,
1970-07-30,,,,,734.73,,,,,,
1970-07-31,,,,,734.12,,,,,,
1970-08-03,,,,,722.96,,,,,,
1970-08-04,,,,,725.9,,,,,,
1970-08-05,,,,,724.81,,,,,,
1970-08-06,,,,,722.82,,,,,,
1970-08-07,,,,,725.7,,,,,,
1970-08-10,,,,,713.92,,,,,,
1970-08-11,,,,,712.55,,,,,,
1970-08-12,,,,,710.64,,,,,,
1970-08-13,,,,,707.35,,,,,,
1970-08-14,,,,,710.84,,,,,,
1970-08-17,,,,,709.06,,,,,,
1970-08-18,,,,,716.66,,,,,,
1970-08-19,,,,,723.99,,,,,,
1970-08-20,,,,,729.6,,,,,,
1970-08-21,,,,,745.41,,,,,,
1970-08-24,,,,,759.58,,,,,,
1970-08-25,,,,,758.97,,,,,,
1970-08-26,,,,,760.47,,,,,,
1970-08-27,,,,,759.79,,,,,,
1970-08-28,,,,,765.81,,,,,,
1970-08-31,,,,,764.58,,,,,,
1970-09-01,,,,,758.15,,,,,,
1970-09-02,,,,,756.64,,,,,,
1970-09-03,,,,,765.27,,,,,,
1970-09-04,,,,,771.15,,,,,,
1970-09-08,,,,,773.14,,,,,,
1970-09-09,,,,,766.43,,,,,,
1970-09-10,,,,,760.75,,,,,,
1970-09-11,,,,,761.84,,,,,,
1970-09-14,,,,,757.12,,,,,,
1970-09-15,,,,,750.55,,,,,,
1970-09-16,,,,,754.31,,,,,,
1970-09-17,,,,,757.67,,,,,,
1970-09-18,,,,,758.49,,,,,,
1970-09-21,,,,,751.92,,,,,,
1970-09-22,,,,,747.47,,,,,,
1970-09-23,,,,,754.38,,,,,,
1970-09-24,,,,,759.31,,,,,,
1970-09-25,,,,,761.77,,,,,,
1970-09-28,,,,,758.97,,,,,,
1970-09-29,,,,,760.88,,,,,,
1970-09-30,,,,,760.68,,,,,,
1970-10-01,,,,,760.68,,,,,,
1970-10-02,,,,,766.16,,,,,,
1970-10-05,,,,,776.7,,,,,,
1970-10-06,,,,,782.45,,,,,,
1970-10-07,,,,,783.68,,,,,,
1970-10-08,,,,,777.04,,,,,,
1970-10-09,,,,,768.69,,,,,,
1970-10-12,,,,,764.24,,,,,,
1970-10-13,,,,,760.06,,,,,,
1970-10-14,,,,,762.73,,,,,,
1970-10-15,,,,,767.87,,,,,,
1970-10-16,,,,,763.35,,,,,,
1970-10-19,,,,,756.5,,,,,,
1970-10-20,,,,,758.83,,,,,,
1970-10-21,,,,,759.65,,,,,,
1970-10-22,,,,,757.87,,,,,,
1970-10-23,,,,,759.38,,,,,,
1970-10-26,,,,,756.43,,,,,,
1970-10-27,,,,,754.45,,,,,,
1970-10-28,,,,,755.96,,,,,,
1970-10-29,,,,,753.56,,,,,,
1970-10-30,,,,,755.61,,,,,,
1970-11-02,,,,,758.01,,,,,,
1970-11-03,,,,,768.07,,,,,,
1970-11-04,,,,,770.81,,,,,,
1970-11-05,,,,,771.56,,,,,,
1970-11-06,,,,,771.97,,,,,,
1970-11-09,,,,,777.66,,,,,,
1970-11-10,,,,,777.38,,,,,,
1970-11-11,,,,,779.5,,,,,,
1970-11-12,,,,,768,,,,,,
1970-11-13,,,,,759.79,,,,,,
1970-11-16,,,,,760.13,,,,,,
1970-11-17,,,,,760.47,,,,,,
1970-11-18,,,,,754.24,,,,,,
1970-11-19,,,,,755.82,,,,,,
1970-11-20,,,,,761.57,,,,,,
1970-11-23,,,,,767.52,,,,,,
1970-11-24,,,,,772.73,,,,,,
1970-11-25,,,,,774.71,,,,,,
1970-11-27,,,,,781.35,,,,,,
1970-11-30,,,,,794.09,,,,,,
1970-12-01,,,,,794.29,,,,,,
1970-12-02,,,,,802.64,,,,,,
1970-12-03,,,,,808.53,,,,,,
1970-12-04,,,,,816.06,,,,,,
1970-12-07,,,,,818.66,,,,,,
1970-12-08,,,,,815.1,,,,,,
1970-12-09,,,,,815.24,,,,,,
1970-12-10,,,,,821.06,,,,,,
1970-12-11,,,,,825.92,,,,,,
1970-12-14,,,,,823.18,,,,,,
1970-12-15,,,,,819.62,,,,,,
1970-12-16,,,,,819.07,,,,,,
1970-12-17,,,,,822.15,,,,,,
1970-12-18,,,,,822.77,,,,,,
1970-12-21,,,,,821.54,,,,,,
1970-12-22,,,,,822.77,,,,,,
1970-12-23,,,,,823.11,,,,,,
1970-12-24,,,,,828.38,,,,,,
1970-12-28,,,,,830.91,,,,,,
1970-12-29,,,,,842,,,,,,
1970-12-30,,,,,841.32,,,,,,
1970-12-31,,,,,838.92,,,,,,
1971-01-04,,,,,830.57,,,,,,
1971-01-05,,,,,835.77,,,,,,
1971-01-06,,,,,837.97,,,,,,
1971-01-07,,,,,837.83,,,,,,
1971-01-08,,,,,837.01,,,,,,
1971-01-11,,,,,837.21,,,,,,
1971-01-12,,,,,844.19,,,,,,
1971-01-13,,,,,841.11,,,,,,
1971-01-14,,,,,843.31,,,,,,
1971-01-15,,,,,845.7,,,,,,
1971-01-18,,,,,847.82,,,,,,
1971-01-19,,,,,849.47,,,,,,
1971-01-20,,,,,849.95,,,,,,
1971-01-21,,,,,854.74,,,,,,
1971-01-22,,,,,861.31,,,,,,
1971-01-25,,,,,865.62,,,,,,
1971-01-26,,,,,866.79,,,,,,
1971-01-27,,,,,860.83,,,,,,
1971-01-28,,,,,865.14,,,,,,
1971-01-29,,,,,868.5,,,,,,
1971-02-01,,,,,877.81,,,,,,
1971-02-02,,,,,874.59,,,,,,
1971-02-03,,,,,876.23,,,,,,
1971-02-04,,,,,874.79,,,,,,
1971-02-05,,,,,876.57,,,,,,
1971-02-08,,,,,882.12,,,,,,
1971-02-09,,,,,879.79,,,,,,
1971-02-10,,,,,881.09,,,,,,
1971-02-11,,,,,885.34,,,,,,
1971-02-12,,,,,888.83,,,,,,
1971-02-16,,,,,890.06,,,,,,
1971-02-17,,,,,887.87,,,,,,
1971-02-18,,,,,885.06,,,,,,
1971-02-19,,,,,878.56,,,,,,
1971-02-22,,,,,868.98,,,,,,
1971-02-23,,,,,870,,,,,,
1971-02-24,,,,,875.62,,,,,,
1971-02-25,,,,,881.98,,,,,,
1971-02-26,,,,,878.83,,,,,,
1971-03-01,,,,,882.53,,,,,,
1971-03-02,,,,,883.01,,,,,,
1971-03-03,,,,,882.39,,,,,,
1971-03-04,,,,,891.36,,,,,,
1971-03-05,,,,,898,,,,,,
1971-03-08,,,,,898.62,,,,,,
1971-03-09,,,,,899.1,,,,,,
1971-03-10,,,,,895.88,,,,,,
1971-03-11,,,,,899.44,,,,,,
1971-03-12,,,,,898.34,,,,,,
1971-03-15,,,,,908.2,,,,,,
1971-03-16,,,,,914.64,,,,,,
1971-03-17,,,,,914.02,,,,,,
1971-03-18,,,,,916.83,,,,,,
1971-03-19,,,,,912.92,,,,,,
1971-03-22,,,,,910.6,,,,,,
1971-03-23,,,,,908.89,,,,,,
1971-03-24,,,,,899.37,,,,,,
1971-03-25,,,,,900.81,,,,,,
1971-03-26,,,,,903.48,,,,,,
1971-03-29,,,,,903.48,,,,,,
1971-03-30,,,,,903.39,,,,,,
1971-03-31,,,,,904.37,,,,,,
1971-04-01,,,,,903.88,,,,,,
1971-04-02,,,,,903.04,,,,,,
1971-04-05,,,,,905.07,,,,,,
1971-04-06,,,,,912.73,,,,,,
1971-04-07,,,,,918.49,,,,,,
1971-04-08,,,,,920.39,,,,,,
1971-04-12,,,,,926.64,,,,,,
1971-04-13,,,,,927.28,,,,,,
1971-04-14,,,,,932.55,,,,,,
1971-04-15,,,,,938.17,,,,,,
1971-04-16,,,,,940.21,,,,,,
1971-04-19,,,,,948.85,,,,,,
1971-04-20,,,,,944.42,,,,,,
1971-04-21,,,,,941.33,,,,,,
1971-04-22,,,,,940.63,,,,,,
1971-04-23,,,,,947.79,,,,,,
1971-04-26,,,,,944,,,,,,
1971-04-27,,,,,947.09,,,,,,
1971-04-28,,,,,950.82,,,,,,
1971-04-29,,,,,948.15,,,,,,
1971-04-30,,,,,941.75,,,,,,
1971-05-03,,,,,932.41,,,,,,
1971-05-04,,,,,938.45,,,,,,
1971-05-05,,,,,939.92,,,,,,
1971-05-06,,,,,937.39,,,,,,
1971-05-07,,,,,936.97,,,,,,
1971-05-10,,,,,932.55,,,,,,
1971-05-11,,,,,937.25,,,,,,
1971-05-12,,,,,937.46,,,,,,
1971-05-13,,,,,936.34,,,,,,
1971-05-14,,,,,936.06,,,,,,
1971-05-17,,,,,921.3,,,,,,
1971-05-18,,,,,918.56,,,,,,
1971-05-19,,,,,920.04,,,,,,
1971-05-20,,,,,923.41,,,,,,
1971-05-21,,,,,921.87,,,,,,
1971-05-24,,,,,913.15,,,,,,
1971-05-25,,,,,906.69,,,,,,
1971-05-26,,,,,906.41,,,,,,
1971-05-27,,,,,905.78,,,,,,
1971-05-28,,,,,907.81,,,,,,
1971-06-01,,,,,913.65,,,,,,
1971-06-02,,,,,919.62,,,,,,
1971-06-03,,,,,921.3,,,,,,
1971-06-04,,,,,922.15,,,,,,
1971-06-07,,,,,923.06,,,,,,
1971-06-08,,,,,915.01,,,,,,
1971-06-09,,,,,912.46,,,,,,
1971-06-10,,,,,915.96,,,,,,
1971-06-11,,,,,916.47,,,,,,
1971-06-14,,,,,907.71,,,,,,
1971-06-15,,,,,907.2,,,,,,
1971-06-16,,,,,908.59,,,,,,
1971-06-17,,,,,906.25,,,,,,
1971-06-18,,,,,889.16,,,,,,
1971-06-21,,,,,876.53,,,,,,
1971-06-22,,,,,874.42,,,,,,
1971-06-23,,,,,879.45,,,,,,
1971-06-24,,,,,877.26,,,,,,
1971-06-25,,,,,876.68,,,,,,
1971-06-28,,,,,873.1,,,,,,
1971-06-29,,,,,882.3,,,,,,
1971-06-30,,,,,891.14,,,,,,
1971-07-01,,,,,893.03,,,,,,
1971-07-02,,,,,890.19,,,,,,
1971-07-06,,,,,892.3,,,,,,
1971-07-07,,,,,895.88,,,,,,
1971-07-08,,,,,900.99,,,,,,
1971-07-09,,,,,901.8,,,,,,
1971-07-12,,,,,903.4,,,,,,
1971-07-13,,,,,892.38,,,,,,
1971-07-14,,,,,891.21,,,,,,
1971-07-15,,,,,888.87,,,,,,
1971-07-16,,,,,888.51,,,,,,
1971-07-19,,,,,886.39,,,,,,
1971-07-20,,,,,892.3,,,,,,
1971-07-21,,,,,890.84,,,,,,
1971-07-22,,,,,886.68,,,,,,
1971-07-23,,,,,887.78,,,,,,
1971-07-26,,,,,888.87,,,,,,
1971-07-27,,,,,880.7,,,,,,
1971-07-28,,,,,872.01,,,,,,
1971-07-29,,,,,861.42,,,,,,
1971-07-30,,,,,858.43,,,,,,
1971-08-02,,,,,864.92,,,,,,
1971-08-03,,,,,850.03,,,,,,
1971-08-04,,,,,844.92,,,,,,
1971-08-05,,,,,849.45,,,,,,
1971-08-06,,,,,850.61,,,,,,
1971-08-09,,,,,842.65,,,,,,
1971-08-10,,,,,839.59,,,,,,
1971-08-11,,,,,846.38,,,,,,
1971-08-12,,,,,859.01,,,,,,
1971-08-13,,,,,856.02,,,,,,
1971-08-16,,,,,888.95,,,,,,
1971-08-17,,,,,899.9,,,,,,
1971-08-18,,,,,886.17,,,,,,
1971-08-19,,,,,880.77,,,,,,
1971-08-20,,,,,880.91,,,,,,
1971-08-23,,,,,892.38,,,,,,
1971-08-24,,,,,904.13,,,,,,
1971-08-25,,,,,908.37,,,,,,
1971-08-26,,,,,906.1,,,,,,
1971-08-27,,,,,908.15,,,,,,
1971-08-30,,,,,901.43,,,,,,
1971-08-31,,,,,898.07,,,,,,
1971-09-01,,,,,899.02,,,,,,
1971-09-02,,,,,900.63,,,,,,
1971-09-03,,,,,912.75,,,,,,
1971-09-07,,,,,916.47,,,,,,
1971-09-08,,,,,920.93,,,,,,
1971-09-09,,,,,915.89,,,,,,
1971-09-10,,,,,911,,,,,,
1971-09-13,,,,,909.39,,,,,,
1971-09-14,,,,,901.65,,,,,,
1971-09-15,,,,,904.86,,,,,,
1971-09-16,,,,,903.11,,,,,,
1971-09-17,,,,,908.22,,,,,,
1971-09-20,,,,,905.15,,,,,,
1971-09-21,,,,,903.4,,,,,,
1971-09-22,,,,,893.55,,,,,,
1971-09-23,,,,,891.28,,,,,,
1971-09-24,,,,,889.31,,,,,,
1971-09-27,,,,,883.47,,,,,,
1971-09-28,,,,,884.42,,,,,,
1971-09-29,,,,,883.83,,,,,,
1971-09-30,,,,,887.19,,,,,,
1971-10-01,,,,,893.98,,,,,,
1971-10-04,,,,,895.66,,,,,,
1971-10-05,,,,,891.14,,,,,,
1971-10-06,,,,,900.55,,,,,,
1971-10-07,,,,,901.8,,,,,,
1971-10-08,,,,,893.91,,,,,,
1971-10-11,,,,,891.94,,,,,,
1971-10-12,,,,,893.55,,,,,,
1971-10-13,,,,,888.8,,,,,,
1971-10-14,,,,,878.36,,,,,,
1971-10-15,,,,,874.58,,,,,,
1971-10-18,,,,,872.44,,,,,,
1971-10-19,,,,,868.43,,,,,,
1971-10-20,,,,,855.65,,,,,,
1971-10-21,,,,,854.85,,,,,,
1971-10-22,,,,,852.37,,,,,,
1971-10-25,,,,,848.5,,,,,,
1971-10-26,,,,,845.36,,,,,,
1971-10-27,,,,,836.38,,,,,,
1971-10-28,,,,,837.62,,,,,,
1971-10-29,,,,,839,,,,,,
1971-11-01,,,,,825.86,,,,,,
1971-11-02,,,,,827.98,,,,,,
1971-11-03,,,,,842.58,,,,,,
1971-11-04,,,,,843.17,,,,,,
1971-11-05,,,,,840.39,,,,,,
1971-11-08,,,,,837.54,,,,,,
1971-11-09,,,,,837.91,,,,,,
1971-11-10,,,,,826.15,,,,,,
1971-11-11,,,,,814.91,,,,,,
1971-11-12,,,,,812.94,,,,,,
1971-11-15,,,,,810.53,,,,,,
1971-11-16,,,,,818.71,,,,,,
1971-11-17,,,,,822.14,,,,,,
1971-11-18,,,,,815.35,,,,,,
1971-11-19,,,,,810.67,,,,,,
1971-11-22,,,,,803.15,,,,,,
1971-11-23,,,,,797.97,,,,,,
1971-11-24,,,,,798.63,,,,,,
1971-11-26,,,,,816.59,,,,,,
1971-11-29,,,,,829.73,,,,,,
1971-11-30,,,,,831.34,,,,,,
1971-12-01,,,,,846.01,,,,,,
1971-12-02,,,,,848.79,,,,,,
1971-12-03,,,,,859.59,,,,,,
1971-12-06,,,,,855.72,,,,,,
1971-12-07,,,,,857.4,,,,,,
1971-12-08,,,,,854.85,,,,,,
1971-12-09,,,,,852.15,,,,,,
1971-12-10,,,,,856.75,,,,,,
1971-12-13,,,,,858.79,,,,,,
1971-12-14,,,,,855.14,,,,,,
1971-12-15,,,,,863.76,,,,,,
1971-12-16,,,,,871.39,,,,,,
1971-12-17,,,,,873.8,,,,,,
1971-12-20,,,,,885.01,,,,,,
1971-12-21,,,,,888.32,,,,,,
1971-12-22,,,,,884.86,,,,,,
1971-12-23,,,,,881.17,,,,,,
1971-12-27,,,,,881.47,,,,,,
1971-12-28,,,,,889.98,,,,,,
1971-12-29,,,,,893.66,,,,,,
1971-12-30,,,,,889.07,,,,,,
1971-12-31,,,,,890.2,,,,,,
1972-01-03,,,,,889.3,,,,,,
1972-01-04,,,,,892.23,,,,,,
1972-01-05,,,,,904.43,,,,,,
1972-01-06,,,,,908.49,,,,,,
1972-01-07,,,,,910.37,,,,,,
1972-01-10,,,,,907.96,,,,,,
1972-01-11,,,,,912.1,,,,,,
1972-01-12,,,,,910.82,,,,,,
1972-01-13,,,,,905.18,,,,,,
1972-01-14,,,,,906.68,,,,,,
1972-01-17,,,,,911.12,,,,,,
1972-01-18,,,,,917.22,,,,,,
1972-01-19,,,,,914.96,,,,,,
1972-01-20,,,,,910.3,,,,,,
1972-01-21,,,,,907.44,,,,,,
1972-01-24,,,,,896.82,,,,,,
1972-01-25,,,,,894.72,,,,,,
1972-01-26,,,,,889.15,,,,,,
1972-01-27,,,,,899.83,,,,,,
1972-01-28,,,,,906.38,,,,,,
1972-01-31,,,,,902.17,,,,,,
1972-02-01,,,,,901.79,,,,,,
1972-02-02,,,,,905.85,,,,,,
1972-02-03,,,,,903.15,,,,,,
1972-02-04,,,,,906.68,,,,,,
1972-02-07,,,,,903.97,,,,,,
1972-02-08,,,,,907.13,,,,,,
1972-02-09,,,,,918.72,,,,,,
1972-02-10,,,,,921.28,,,,,,
1972-02-11,,,,,917.59,,,,,,
1972-02-14,,,,,910.9,,,,,,
1972-02-15,,,,,914.51,,,,,,
1972-02-16,,,,,922.94,,,,,,
1972-02-17,,,,,922.03,,,,,,
1972-02-18,,,,,917.52,,,,,,
1972-02-22,,,,,913.46,,,,,,
1972-02-23,,,,,911.88,,,,,,
1972-02-24,,,,,912.7,,,,,,
1972-02-25,,,,,922.79,,,,,,
1972-02-28,,,,,924.29,,,,,,
1972-02-29,,,,,928.13,,,,,,
1972-03-01,,,,,935.43,,,,,,
1972-03-02,,,,,933.77,,,,,,
1972-03-03,,,,,942.43,,,,,,
1972-03-06,,,,,950.18,,,,,,
1972-03-07,,,,,946.87,,,,,,
1972-03-08,,,,,945.59,,,,,,
1972-03-09,,,,,942.81,,,,,,
1972-03-10,,,,,939.87,,,,,,
1972-03-13,,,,,928.66,,,,,,
1972-03-14,,,,,934,,,,,,
1972-03-15,,,,,937.31,,,,,,
1972-03-16,,,,,936.71,,,,,,
1972-03-17,,,,,942.88,,,,,,
1972-03-20,,,,,941.15,,,,,,
1972-03-21,,,,,934,,,,,,
1972-03-22,,,,,933.93,,,,,,
1972-03-23,,,,,944.69,,,,,,
1972-03-24,,,,,942.28,,,,,,
1972-03-27,,,,,939.72,,,,,,
1972-03-28,,,,,937.01,,,,,,
1972-03-29,,,,,933.02,,,,,,
1972-03-30,,,,,940.7,,,,,,
1972-04-03,,,,,940.92,,,,,,
1972-04-04,,,,,943.41,,,,,,
1972-04-05,,,,,954.55,,,,,,
1972-04-06,,,,,959.44,,,,,,
1972-04-07,,,,,962.6,,,,,,
1972-04-10,,,,,958.08,,,,,,
1972-04-11,,,,,962.6,,,,,,
1972-04-12,,,,,966.96,,,,,,
1972-04-13,,,,,965.53,,,,,,
1972-04-14,,,,,967.72,,,,,,
1972-04-17,,,,,966.59,,,,,,
1972-04-18,,,,,968.92,,,,,,
1972-04-19,,,,,964.78,,,,,,
1972-04-20,,,,,966.29,,,,,,
1972-04-21,,,,,963.8,,,,,,
1972-04-24,,,,,957.48,,,,,,
1972-04-25,,,,,946.49,,,,,,
1972-04-26,,,,,946.94,,,,,,
1972-04-27,,,,,945.97,,,,,,
1972-04-28,,,,,954.17,,,,,,
1972-05-01,,,,,942.28,,,,,,
1972-05-02,,,,,935.2,,,,,,
1972-05-03,,,,,933.47,,,,,,
1972-05-04,,,,,937.31,,,,,,
1972-05-05,,,,,941.23,,,,,,
1972-05-08,,,,,937.84,,,,,,
1972-05-09,,,,,925.12,,,,,,
1972-05-10,,,,,931.07,,,,,,
1972-05-11,,,,,934.83,,,,,,
1972-05-12,,,,,941.83,,,,,,
1972-05-15,,,,,942.2,,,,,,
1972-05-16,,,,,939.27,,,,,,
1972-05-17,,,,,941.15,,,,,,
1972-05-18,,,,,951.23,,,,,,
1972-05-19,,,,,961.54,,,,,,
1972-05-22,,,,,965.31,,,,,,
1972-05-23,,,,,962.3,,,,,,
1972-05-24,,,,,965.46,,,,,,
1972-05-25,,,,,969.07,,,,,,
1972-05-26,,,,,971.25,,,,,,
1972-05-30,,,,,971.18,,,,,,
1972-05-31,,,,,960.72,,,,,,
1972-06-01,,,,,960.72,,,,,,
1972-06-02,,,,,961.39,,,,,,
1972-06-05,,,,,954.39,,,,,,
1972-06-06,,,,,951.46,,,,,,
1972-06-07,,,,,944.08,,,,,,
1972-06-08,,,,,941.3,,,,,,
1972-06-09,,,,,934.45,,,,,,
1972-06-12,,,,,936.71,,,,,,
1972-06-13,,,,,938.29,,,,,,
1972-06-14,,,,,946.79,,,,,,
1972-06-15,,,,,945.97,,,,,,
1972-06-16,,,,,945.06,,,,,,
1972-06-19,,,,,941.83,,,,,,
1972-06-20,,,,,948.22,,,,,,
1972-06-21,,,,,951.61,,,,,,
1972-06-22,,,,,950.71,,,,,,
1972-06-23,,,,,944.69,,,,,,
1972-06-26,,,,,936.41,,,,,,
1972-06-27,,,,,935.28,,,,,,
1972-06-28,,,,,930.84,,,,,,
1972-06-29,,,,,926.25,,,,,,
1972-06-30,,,,,929.03,,,,,,
1972-07-03,,,,,928.66,,,,,,
1972-07-05,,,,,933.47,,,,,,
1972-07-06,,,,,942.13,,,,,,
1972-07-07,,,,,938.06,,,,,,
1972-07-10,,,,,932.27,,,,,,
1972-07-11,,,,,925.87,,,,,,
1972-07-12,,,,,923.69,,,,,,
1972-07-13,,,,,916.99,,,,,,
1972-07-14,,,,,922.26,,,,,,
1972-07-17,,,,,914.96,,,,,,
1972-07-18,,,,,911.72,,,,,,
1972-07-19,,,,,916.69,,,,,,
1972-07-20,,,,,910.45,,,,,,
1972-07-21,,,,,920.45,,,,,,
1972-07-24,,,,,935.36,,,,,,
1972-07-25,,,,,934.45,,,,,,
1972-07-26,,,,,932.57,,,,,,
1972-07-27,,,,,926.85,,,,,,
1972-07-28,,,,,926.7,,,,,,
1972-07-31,,,,,924.74,,,,,,
1972-08-01,,,,,930.46,,,,,,
1972-08-02,,,,,941.15,,,,,,
1972-08-03,,,,,947.7,,,,,,
1972-08-04,,,,,951.76,,,,,,
1972-08-07,,,,,953.12,,,,,,
1972-08-08,,,,,952.44,,,,,,
1972-08-09,,,,,951.16,,,,,,
1972-08-10,,,,,952.89,,,,,,
1972-08-11,,,,,964.18,,,,,,
1972-08-14,,,,,973.51,,,,,,
1972-08-15,,,,,969.97,,,,,,
